what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250176574687
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250176575453
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250176575453
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250176578578
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250176600109
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250176600500
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250176609343
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250176615296
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250176619000
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250176620328
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250176629375
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250176632203
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250176634968
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250176636250
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250176640906
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250176642015
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.clean.up",1250176642046
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250176645890
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250176648062
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.clean.up",1250176648093
opened,view,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit.ResultView",1250176651343
activated,view,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit.ResultView",1250176651375
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250176651390
activated,view,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit.ResultView",1250176652156
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250176654015
