what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui",1250171746953
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250171772718
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250171778000
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250171787046
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250171798062
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250171805484
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250171808718
started,bundle,org.eclipse.core.filesystem,1.2.0.v20090507,"org.eclipse.core.filesystem",1250171846015
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.3,"org.tigris.subversion.clientadapter.javahl",1250171846515
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.2,"org.tigris.subversion.clientadapter.svnkit",1250171846515
started,bundle,com.collabnet.subversion.merge,1.9.0.4,"com.collabnet.subversion.merge",1250171846812
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1250171846859
started,bundle,org.tigris.subversion.subclipse.ui,1.6.2,"org.tigris.subversion.subclipse.ui",1250171846859
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250171856906
started,bundle,org.eclipse.jdt.apt.core,3.3.200.v20090528-1135,"org.eclipse.jdt.apt.core",1250171856953
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.200.v20090526-2130,"org.eclipse.jdt.apt.pluggable.core",1250171857031
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250171857984
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1250171859218
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1250171859265
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250171860359
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250171860375
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250171860437
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250171869062
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.refresh",1250171874343
activated,view,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.views.ProblemView",1250171880234
