what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250588193562
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250588193562
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250588194500
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250588194531
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250588203734
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250588203734
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250588217515
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250588328156
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250588330359
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250588570921
closed,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250588587875
stopped,bundle,org.eclipse.mylyn.ide.ant,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.ide.ant",1250588588593
stopped,bundle,org.eclipse.ant.ui,3.4.0.v20090520,"org.eclipse.ant.ui",1250588588593
